time[s],drone0_posx[m],drone0_posy[m],drone0_posz[m],drone0_velx[m/s],drone0_vely[m/s],drone0_velz[m/s],drone1_posx[m],drone1_posy[m],drone1_posz[m],drone1_velx[m/s],drone1_vely[m/s],drone1_velz[m/s],drone2_posx[m],drone2_posy[m],drone2_posz[m],drone2_velx[m/s],drone2_vely[m/s],drone2_velz[m/s],drone3_posx[m],drone3_posy[m],drone3_posz[m],drone3_velx[m/s],drone3_vely[m/s],drone3_velz[m/s],drone4_posx[m],drone4_posy[m],drone4_posz[m],drone4_velx[m/s],drone4_vely[m/s],drone4_velz[m/s],drone5_posx[m],drone5_posy[m],drone5_posz[m],drone5_velx[m/s],drone5_vely[m/s],drone5_velz[m/s],drone6_posx[m],drone6_posy[m],drone6_posz[m],drone6_velx[m/s],drone6_vely[m/s],drone6_velz[m/s],drone7_posx[m],drone7_posy[m],drone7_posz[m],drone7_velx[m/s],drone7_vely[m/s],drone7_velz[m/s],drone8_posx[m],drone8_posy[m],drone8_posz[m],drone8_velx[m/s],drone8_vely[m/s],drone8_velz[m/s],drone9_posx[m],drone9_posy[m],drone9_posz[m],drone9_velx[m/s],drone9_vely[m/s],drone9_velz[m/s]
0.000000,0.613380,-2.045712,1.003217,-0.138499,0.531368,0.149989,0.573629,-1.001919,0.999218,0.301931,0.156429,0.159452,0.559083,0.000001,1.004194,0.469351,0.000104,0.144446,0.573629,1.001912,0.999218,0.301931,-0.156490,0.159452,0.613380,2.045694,1.003217,-0.138499,-0.531273,0.149989,-0.613363,-2.045712,1.003217,0.138551,0.531368,0.149989,-0.573552,-1.001919,0.999218,-0.301686,0.156429,0.159452,-0.559015,0.000001,1.004194,-0.469050,0.000104,0.144446,-0.573552,1.001912,0.999218,-0.301686,-0.156490,0.159452,-0.613363,2.045694,1.003217,0.138551,-0.531273,0.149989
0.020000,0.610610,-2.035084,1.006217,-0.138524,0.531457,0.149991,0.579668,-0.998791,1.002407,0.301977,0.156440,0.159462,0.568471,0.000003,1.007083,0.469432,0.000104,0.144448,0.579668,0.998782,1.002407,0.301977,-0.156501,0.159462,0.610610,2.035068,1.006217,-0.138523,-0.531362,0.149991,-0.610591,-2.035084,1.006217,0.138575,0.531457,0.149991,-0.579586,-0.998791,1.002407,-0.301732,0.156440,0.159462,-0.568397,0.000003,1.007083,-0.469131,0.000104,0.144448,-0.579586,0.998782,1.002407,-0.301732,-0.156501,0.159462,-0.610591,2.035068,1.006217,0.138575,-0.531362,0.149991
0.040000,0.607838,-2.024453,1.009217,-0.138596,0.531724,0.149997,0.585709,-0.995662,1.005596,0.302115,0.156473,0.159493,0.577861,0.000005,1.009972,0.469674,0.000103,0.144455,0.585709,0.995652,1.005596,0.302115,-0.156534,0.159493,0.607838,2.024438,1.009217,-0.138596,-0.531629,0.149997,-0.607819,-2.024453,1.009217,0.138647,0.531724,0.149997,-0.585621,-0.995662,1.005596,-0.301870,0.156473,0.159493,-0.577782,0.000005,1.009972,-0.469374,0.000103,0.144455,-0.585621,0.995652,1.005596,-0.301870,-0.156534,0.159493,-0.607819,2.024438,1.009217,0.138647,-0.531629,0.149997
0.060000,0.605065,-2.013814,1.012217,-0.138716,0.532170,0.150007,0.591753,-0.992532,1.008787,0.302344,0.156529,0.159545,0.587259,0.000007,1.012861,0.470077,0.000103,0.144466,0.591753,0.992521,1.008787,0.302344,-0.156589,0.159545,0.605065,2.013801,1.012217,-0.138716,-0.532074,0.150007,-0.605045,-2.013814,1.012217,0.138767,0.532170,0.150007,-0.591661,-0.992532,1.008787,-0.302101,0.156529,0.159545,-0.587173,0.000007,1.012861,-0.469778,0.000103,0.144466,-0.591661,0.992521,1.008787,-0.302101,-0.156589,0.159545,-0.605045,2.013801,1.012217,0.138767,-0.532074,0.150007
0.080000,0.602289,-2.003165,1.015217,-0.138884,0.532794,0.150020,0.597803,-0.989400,1.011978,0.302666,0.156606,0.159618,0.596665,0.000009,1.015751,0.470642,0.000103,0.144482,0.597803,0.989388,1.011978,0.302666,-0.156666,0.159618,0.602289,2.003154,1.015217,-0.138884,-0.532698,0.150020,-0.602268,-2.003165,1.015217,0.138935,0.532794,0.150020,-0.597706,-0.989400,1.011978,-0.302423,0.156606,0.159618,-0.596574,0.000009,1.015751,-0.470344,0.000103,0.144482,-0.597706,0.989388,1.011978,-0.302423,-0.156666,0.159618,-0.602268,2.003154,1.015217,0.138935,-0.532698,0.150020
0.100000,0.599510,-1.992501,1.018218,-0.139100,0.533596,0.150037,0.603861,-0.986267,1.015172,0.303079,0.156705,0.159712,0.606085,0.000012,1.018641,0.471369,0.000103,0.144502,0.603861,0.986254,1.015172,0.303079,-0.156766,0.159712,0.599510,1.992492,1.018218,-0.139100,-0.533499,0.150037,-0.599487,-1.992501,1.018218,0.139151,0.533596,0.150037,-0.603759,-0.986267,1.015172,-0.302837,0.156705,0.159712,-0.605988,0.000012,1.018641,-0.471072,0.000103,0.144502,-0.603759,0.986254,1.015172,-0.302837,-0.156766,0.159712,-0.599487,1.992492,1.018218,0.139151,-0.533499,0.150037
0.120000,0.596725,-1.981819,1.021219,-0.139367,0.534586,0.150050,0.609927,-0.983132,1.018367,0.303584,0.156818,0.159825,0.615521,0.000014,1.021531,0.472269,0.000103,0.144520,0.609927,0.983118,1.018367,0.303584,-0.156879,0.159825,0.596725,1.981813,1.021219,-0.139367,-0.534489,0.150050,-0.596702,-1.981819,1.021219,0.139418,0.534586,0.150050,-0.609820,-0.983132,1.018367,-0.303344,0.156818,0.159825,-0.615418,0.000014,1.021531,-0.471973,0.000103,0.144520,-0.609820,0.983118,1.018367,-0.303344,-0.156879,0.159825,-0.596702,1.981813,1.021219,0.139418,-0.534489,0.150050
0.140000,0.593935,-1.971116,1.024220,-0.139689,0.535774,0.150052,0.616005,-0.979995,1.021565,0.304182,0.156937,0.159955,0.624977,0.000016,1.024421,0.473353,0.000103,0.144529,0.616005,0.979979,1.021565,0.304182,-0.156998,0.159955,0.593935,1.971112,1.024220,-0.139689,-0.535676,0.150052,-0.593910,-1.971116,1.024220,0.139739,0.535774,0.150052,-0.615893,-0.979995,1.021565,-0.303944,0.156937,0.159955,-0.624868,0.000016,1.024421,-0.473060,0.000103,0.144529,-0.615893,0.979979,1.021565,-0.303944,-0.156998,0.159955,-0.593910,1.971112,1.024220,0.139738,-0.535676,0.150052
0.160000,0.591137,-1.960387,1.027221,-0.140064,0.537161,0.150041,0.622095,-0.976855,1.024765,0.304872,0.157061,0.160102,0.634457,0.000018,1.027312,0.474623,0.000102,0.144529,0.622095,0.976838,1.024765,0.304872,-0.157122,0.160102,0.591137,1.960384,1.027221,-0.140064,-0.537062,0.150041,-0.591112,-1.960387,1.027221,0.140113,0.537161,0.150041,-0.621979,-0.976855,1.024765,-0.304638,0.157061,0.160102,-0.634341,0.000018,1.027312,-0.474332,0.000102,0.144529,-0.621979,0.976838,1.024765,-0.304638,-0.157122,0.160102,-0.591112,1.960384,1.027221,0.140113,-0.537062,0.150041
0.180000,0.588332,-1.949628,1.030221,-0.140493,0.538746,0.150019,0.628200,-0.973712,1.027969,0.305655,0.157191,0.160267,0.643963,0.000020,1.030202,0.476077,0.000102,0.144520,0.628200,0.973694,1.027969,0.305655,-0.157251,0.160267,0.588332,1.949628,1.030221,-0.140493,-0.538646,0.150019,-0.588305,-1.949628,1.030221,0.140542,0.538746,0.150019,-0.628079,-0.973712,1.027969,-0.305425,0.157191,0.160267,-0.643842,0.000020,1.030202,-0.475790,0.000102,0.144520,-0.628079,0.973694,1.027969,-0.305425,-0.157251,0.160267,-0.588305,1.949628,1.030221,0.140542,-0.538646,0.150019
0.200000,0.585517,-1.938836,1.033221,-0.140977,0.540528,0.149985,0.634322,-0.970567,1.031176,0.306531,0.157326,0.160448,0.653501,0.000022,1.033093,0.477716,0.000101,0.144501,0.634322,0.970548,1.031176,0.306531,-0.157386,0.160448,0.585517,1.938837,1.033221,-0.140977,-0.540427,0.149985,-0.585490,-1.938836,1.033221,0.141025,0.540528,0.149985,-0.634196,-0.970567,1.031176,-0.306305,0.157326,0.160448,-0.653374,0.000022,1.033093,-0.477433,0.000101,0.144501,-0.634196,0.970548,1.031176,-0.306305,-0.157386,0.160448,-0.585490,1.938837,1.033221,0.141025,-0.540427,0.149985
0.220000,0.582692,-1.928006,1.036220,-0.141503,0.542464,0.149929,0.640462,-0.967419,1.034387,0.307467,0.157446,0.160638,0.663073,0.000024,1.035982,0.479504,0.000100,0.144466,0.640462,0.967399,1.034387,0.307467,-0.157507,0.160638,0.582692,1.928010,1.036220,-0.141503,-0.542362,0.149929,-0.582664,-1.928006,1.036220,0.141550,0.542464,0.149929,-0.640332,-0.967419,1.034387,-0.307245,0.157446,0.160638,-0.662941,0.000024,1.035982,-0.479226,0.000100,0.144466,-0.640332,0.967399,1.034387,-0.307245,-0.157507,0.160638,-0.582664,1.928010,1.036220,0.141550,-0.542362,0.149929
0.240000,0.579857,-1.917137,1.039218,-0.142060,0.544509,0.149841,0.646621,-0.964269,1.037601,0.308429,0.157532,0.160825,0.672682,0.000026,1.038871,0.481404,0.000099,0.144403,0.646621,0.964248,1.037601,0.308429,-0.157593,0.160825,0.579857,1.917142,1.039218,-0.142060,-0.544405,0.149841,-0.579828,-1.917137,1.039218,0.142106,0.544509,0.149841,-0.646486,-0.964269,1.037601,-0.308213,0.157532,0.160825,-0.672544,0.000026,1.038871,-0.481131,0.000099,0.144403,-0.646486,0.964248,1.037601,-0.308213,-0.157593,0.160825,-0.579828,1.917142,1.039218,0.142106,-0.544405,0.149841
0.260000,0.577010,-1.906225,1.042214,-0.142648,0.546662,0.149720,0.652799,-0.961118,1.040820,0.309418,0.157584,0.161010,0.682330,0.000028,1.041758,0.483417,0.000098,0.144314,0.652799,0.961095,1.040820,0.309418,-0.157643,0.161010,0.577010,1.906233,1.042214,-0.142648,-0.546557,0.149720,-0.576980,-1.906225,1.042214,0.142693,0.546662,0.149720,-0.652660,-0.961118,1.040820,-0.309208,0.157584,0.161010,-0.682187,0.000028,1.041758,-0.483150,0.000098,0.144314,-0.652660,0.961095,1.040820,-0.309208,-0.157643,0.161010,-0.576980,1.906233,1.042214,0.142693,-0.546557,0.149720
0.280000,0.574151,-1.895269,1.045207,-0.143267,0.548924,0.149567,0.658997,-0.957966,1.044042,0.310433,0.157600,0.161192,0.692019,0.000030,1.044643,0.485542,0.000096,0.144199,0.658997,0.957942,1.044042,0.310433,-0.157660,0.161192,0.574151,1.895279,1.045207,-0.143267,-0.548817,0.149567,-0.574120,-1.895269,1.045207,0.143311,0.548924,0.149567,-0.658855,-0.957966,1.044042,-0.310230,0.157600,0.161192,-0.691871,0.000030,1.044643,-0.485282,0.000096,0.144199,-0.658855,0.957942,1.044042,-0.310230,-0.157660,0.161192,-0.574120,1.895279,1.045207,0.143311,-0.548817,0.149567
0.300000,0.571279,-1.884267,1.048196,-0.143917,0.551294,0.149382,0.665216,-0.954814,1.047267,0.311475,0.157582,0.161373,0.701752,0.000032,1.047526,0.487779,0.000094,0.144057,0.665216,0.954789,1.047267,0.311475,-0.157641,0.161373,0.571279,1.884279,1.048196,-0.143917,-0.551186,0.149382,-0.571247,-1.884267,1.048196,0.143960,0.551294,0.149382,-0.665070,-0.954814,1.047267,-0.311280,0.157582,0.161373,-0.701599,0.000032,1.047526,-0.487528,0.000094,0.144057,-0.665070,0.954789,1.047267,-0.311280,-0.157641,0.161373,-0.571247,1.884279,1.048196,0.143960,-0.551186,0.149382
0.320000,0.568394,-1.873218,1.051182,-0.144577,0.553693,0.149157,0.671456,-0.951663,1.050497,0.312500,0.157511,0.161540,0.711531,0.000033,1.050405,0.490064,0.000092,0.143881,0.671456,0.951637,1.050497,0.312500,-0.157569,0.161540,0.568394,1.873231,1.051182,-0.144577,-0.553584,0.149157,-0.568361,-1.873218,1.051182,0.144619,0.553693,0.149157,-0.671306,-0.951663,1.050497,-0.312313,0.157511,0.161540,-0.711372,0.000033,1.050405,-0.489821,0.000092,0.143881,-0.671306,0.951637,1.050497,-0.312313,-0.157569,0.161540,-0.568361,1.873231,1.051182,0.144619,-0.553584,0.149157
0.340000,0.565496,-1.862120,1.054162,-0.145226,0.556041,0.148885,0.677716,-0.948514,1.053729,0.313464,0.157367,0.161680,0.721355,0.000035,1.053281,0.492332,0.000089,0.143663,0.677716,0.948487,1.053729,0.313464,-0.157424,0.161680,0.565496,1.862136,1.054162,-0.145226,-0.555931,0.148885,-0.565462,-1.862120,1.054162,0.145267,0.556041,0.148885,-0.677562,-0.948514,1.053729,-0.313286,0.157367,0.161680,-0.721192,0.000035,1.053281,-0.492098,0.000089,0.143663,-0.677562,0.948487,1.053729,-0.313286,-0.157424,0.161680,-0.565462,1.862136,1.054162,0.145267,-0.555931,0.148885
