time[s],drone0_posx[m],drone0_posy[m],drone0_posz[m],drone0_velx[m/s],drone0_vely[m/s],drone0_velz[m/s],drone1_posx[m],drone1_posy[m],drone1_posz[m],drone1_velx[m/s],drone1_vely[m/s],drone1_velz[m/s],drone2_posx[m],drone2_posy[m],drone2_posz[m],drone2_velx[m/s],drone2_vely[m/s],drone2_velz[m/s],drone3_posx[m],drone3_posy[m],drone3_posz[m],drone3_velx[m/s],drone3_vely[m/s],drone3_velz[m/s],drone4_posx[m],drone4_posy[m],drone4_posz[m],drone4_velx[m/s],drone4_vely[m/s],drone4_velz[m/s],drone5_posx[m],drone5_posy[m],drone5_posz[m],drone5_velx[m/s],drone5_vely[m/s],drone5_velz[m/s],drone6_posx[m],drone6_posy[m],drone6_posz[m],drone6_velx[m/s],drone6_vely[m/s],drone6_velz[m/s],drone7_posx[m],drone7_posy[m],drone7_posz[m],drone7_velx[m/s],drone7_vely[m/s],drone7_velz[m/s],drone8_posx[m],drone8_posy[m],drone8_posz[m],drone8_velx[m/s],drone8_vely[m/s],drone8_velz[m/s],drone9_posx[m],drone9_posy[m],drone9_posz[m],drone9_velx[m/s],drone9_vely[m/s],drone9_velz[m/s]
0.400000,0.597798,-1.980819,1.001206,-0.001738,0.038530,0.089674,0.601262,-0.969558,1.016347,0.056490,0.141584,0.117679,0.585817,-0.007153,0.997664,-0.039517,-0.014861,0.107348,0.588169,1.005235,1.002096,-0.032832,0.027249,0.114962,0.601110,1.971313,1.015761,0.011275,-0.066807,0.137139,-0.594897,-1.971836,1.011051,0.006943,0.063385,0.105844,-0.565399,-0.992114,1.001800,0.172514,0.001825,0.049135,-0.606975,0.003551,1.005585,-0.028965,0.016780,0.063374,-0.623215,0.952301,1.027118,-0.086688,-0.094505,0.126687,-0.594611,1.980896,1.011828,0.006324,-0.040688,0.108134
0.420000,0.597766,-1.980056,1.003035,-0.001449,0.037795,0.093223,0.602415,-0.966705,1.018728,0.058829,0.143675,0.120464,0.585029,-0.007447,0.999858,-0.039325,-0.014610,0.112165,0.587515,1.005784,1.004441,-0.032622,0.027605,0.119562,0.601339,1.969983,1.018540,0.011645,-0.066161,0.140855,-0.594761,-1.970575,1.013198,0.006630,0.062658,0.108887,-0.561922,-0.992085,1.002802,0.175182,0.001015,0.051077,-0.607558,0.003886,1.006873,-0.029328,0.016771,0.065399,-0.624955,0.950424,1.029672,-0.087284,-0.093205,0.128798,-0.594488,1.980088,1.014021,0.005936,-0.040081,0.111167
0.440000,0.597740,-1.979308,1.004936,-0.001140,0.037002,0.096916,0.603616,-0.963811,1.021166,0.061274,0.145788,0.123313,0.584244,-0.007737,1.002151,-0.039106,-0.014341,0.117176,0.586865,1.006339,1.006879,-0.032381,0.027965,0.124342,0.601575,1.968667,1.021396,0.012036,-0.065456,0.144702,-0.594632,-1.969330,1.015408,0.006298,0.061872,0.112046,-0.558391,-0.992073,1.003843,0.177856,0.000175,0.053121,-0.608148,0.004221,1.008202,-0.029691,0.016752,0.067519,-0.626706,0.948573,1.032270,-0.087859,-0.091842,0.130985,-0.594374,1.979293,1.016275,0.005523,-0.039424,0.114313
0.460000,0.597721,-1.978576,1.006912,-0.000809,0.036151,0.100752,0.604867,-0.960873,1.023661,0.063826,0.147922,0.126227,0.583465,-0.008021,1.004547,-0.038858,-0.014055,0.122382,0.586220,1.006902,1.009416,-0.032109,0.028329,0.129302,0.601820,1.967365,1.024329,0.012448,-0.064693,0.148678,-0.594510,-1.968101,1.017681,0.005946,0.061026,0.115321,-0.554808,-0.992079,1.004927,0.180536,-0.000698,0.055267,-0.608746,0.004556,1.009574,-0.030055,0.016723,0.069733,-0.628469,0.946751,1.034912,-0.088412,-0.090417,0.133251,-0.594268,1.978511,1.018594,0.005085,-0.038718,0.117573
0.480000,0.597708,-1.977862,1.008967,-0.000458,0.035243,0.104732,0.606170,-0.957893,1.026216,0.066485,0.150078,0.129206,0.582690,-0.008299,1.007048,-0.038582,-0.013752,0.127781,0.585581,1.007473,1.012053,-0.031807,0.028696,0.134442,0.602074,1.966079,1.027344,0.012880,-0.063870,0.152785,-0.594394,-1.966889,1.020021,0.005574,0.060121,0.118712,-0.551170,-0.992101,1.006055,0.183223,-0.001601,0.057516,-0.609350,0.004890,1.010992,-0.030419,0.016683,0.072042,-0.630242,0.944957,1.037601,-0.088943,-0.088929,0.135594,-0.594170,1.977744,1.020979,0.004622,-0.037963,0.120947
0.500000,0.597703,-1.977167,1.011102,-0.000086,0.034277,0.108855,0.607527,-0.954870,1.028830,0.069250,0.152255,0.132249,0.581921,-0.008571,1.009659,-0.038279,-0.013431,0.133375,0.584948,1.008050,1.014794,-0.031473,0.029066,0.139762,0.602336,1.964811,1.030442,0.013332,-0.062989,0.157021,-0.594287,-1.965696,1.022430,0.005183,0.059158,0.122218,-0.547479,-0.992143,1.007228,0.185915,-0.002536,0.059867,-0.609963,0.005223,1.012456,-0.030784,0.016633,0.074444,-0.632026,0.943194,1.040337,-0.089453,-0.087378,0.138015,-0.594083,1.976993,1.023433,0.004134,-0.037159,0.124434
0.520000,0.597705,-1.976491,1.013322,0.000306,0.033255,0.113086,0.608940,-0.951803,1.031506,0.072090,0.154408,0.135322,0.581159,-0.008836,1.012384,-0.037947,-0.013094,0.139107,0.584322,1.008635,1.017644,-0.031109,0.029438,0.145208,0.602607,1.963560,1.033625,0.013804,-0.062051,0.161345,-0.594187,-1.964523,1.024910,0.004774,0.058137,0.125809,-0.543734,-0.992203,1.008450,0.188565,-0.003494,0.062306,-0.610582,0.005556,1.013970,-0.031145,0.016574,0.076923,-0.633820,0.941462,1.043122,-0.089933,-0.085773,0.140492,-0.594005,1.976258,1.025957,0.003623,-0.036307,0.128004
0.540000,0.597715,-1.975837,1.015626,0.000716,0.032181,0.117386,0.610411,-0.948694,1.034243,0.074975,0.156490,0.138389,0.580404,-0.009095,1.015224,-0.037586,-0.012743,0.144923,0.583704,1.009228,1.020603,-0.030713,0.029810,0.150727,0.602888,1.962329,1.036896,0.014292,-0.061057,0.165716,-0.594096,-1.963371,1.027463,0.004349,0.057063,0.129453,-0.539937,-0.992283,1.009721,0.191127,-0.004466,0.064818,-0.611208,0.005886,1.015534,-0.031497,0.016509,0.079461,-0.635623,0.939763,1.045957,-0.090374,-0.084124,0.143005,-0.593938,1.975541,1.028553,0.003090,-0.035411,0.131625
0.560000,0.597734,-1.975205,1.018018,0.001144,0.031054,0.121757,0.611940,-0.945544,1.037041,0.077903,0.158503,0.141450,0.579656,-0.009346,1.018181,-0.037197,-0.012379,0.150822,0.583094,1.009828,1.023674,-0.030285,0.030180,0.156319,0.603179,1.961118,1.040254,0.014798,-0.060008,0.170132,-0.594013,-1.962241,1.030089,0.003907,0.055936,0.133149,-0.536089,-0.992382,1.011043,0.193599,-0.005453,0.067402,-0.611842,0.006216,1.017149,-0.031840,0.016436,0.082057,-0.637435,0.938098,1.048842,-0.090776,-0.082430,0.145553,-0.593882,1.974842,1.031222,0.002536,-0.034469,0.135298
0.580000,0.597761,-1.974595,1.020497,0.001590,0.029874,0.126198,0.613527,-0.942355,1.039901,0.080876,0.160445,0.144505,0.578916,-0.009590,1.021258,-0.036779,-0.012000,0.156805,0.582492,1.010435,1.026856,-0.029826,0.030550,0.161984,0.603480,1.959929,1.043701,0.015320,-0.058903,0.174595,-0.593940,-1.961134,1.032789,0.003448,0.054755,0.136899,-0.532193,-0.992501,1.012418,0.195982,-0.006454,0.070059,-0.612482,0.006544,1.018816,-0.032176,0.016356,0.084712,-0.639254,0.936466,1.051779,-0.091140,-0.080692,0.148135,-0.593837,1.974163,1.033966,0.001961,-0.033482,0.139023
