time[s],drone0_posx[m],drone0_posy[m],drone0_posz[m],drone0_velx[m/s],drone0_vely[m/s],drone0_velz[m/s],drone1_posx[m],drone1_posy[m],drone1_posz[m],drone1_velx[m/s],drone1_vely[m/s],drone1_velz[m/s],drone2_posx[m],drone2_posy[m],drone2_posz[m],drone2_velx[m/s],drone2_vely[m/s],drone2_velz[m/s],drone3_posx[m],drone3_posy[m],drone3_posz[m],drone3_velx[m/s],drone3_vely[m/s],drone3_velz[m/s],drone4_posx[m],drone4_posy[m],drone4_posz[m],drone4_velx[m/s],drone4_vely[m/s],drone4_velz[m/s],drone5_posx[m],drone5_posy[m],drone5_posz[m],drone5_velx[m/s],drone5_vely[m/s],drone5_velz[m/s],drone6_posx[m],drone6_posy[m],drone6_posz[m],drone6_velx[m/s],drone6_vely[m/s],drone6_velz[m/s],drone7_posx[m],drone7_posy[m],drone7_posz[m],drone7_velx[m/s],drone7_vely[m/s],drone7_velz[m/s],drone8_posx[m],drone8_posy[m],drone8_posz[m],drone8_velx[m/s],drone8_vely[m/s],drone8_velz[m/s],drone9_posx[m],drone9_posy[m],drone9_posz[m],drone9_velx[m/s],drone9_vely[m/s],drone9_velz[m/s]
0.400000,1.530241,-1.006058,1.015001,0.069424,-0.037680,0.103702,0.714668,-1.031283,1.036103,-0.123577,-0.097965,0.175890,-0.032696,-1.022381,1.035815,-0.083968,-0.068688,0.189286,-0.775461,-0.969307,1.068083,-0.098105,0.112624,0.268851,-1.536531,-1.027659,1.026488,-0.099552,-0.063982,0.154471,1.530842,1.010289,1.013349,0.087663,0.023126,0.068100,0.795378,1.092184,1.009680,0.141033,0.233457,0.082815,-0.006471,1.004752,1.033027,-0.025358,0.020298,0.119408,-0.805816,1.023400,1.000560,-0.132538,0.080923,0.036630,-1.538344,1.021674,1.016188,-0.075780,0.082237,0.096842
0.420000,1.531618,-1.006820,1.017098,0.068181,-0.038590,0.106062,0.712185,-1.033244,1.039648,-0.124742,-0.098101,0.178623,-0.034371,-1.023755,1.039636,-0.083588,-0.068717,0.192770,-0.777432,-0.967043,1.073489,-0.099004,0.113789,0.271661,-1.538517,-1.028929,1.029606,-0.099002,-0.062930,0.157417,1.532592,1.010746,1.014722,0.087335,0.022558,0.069212,0.798201,1.096832,1.011357,0.141349,0.231243,0.084924,-0.006979,1.005159,1.035424,-0.025462,0.020423,0.120280,-0.808448,1.025022,1.001307,-0.130580,0.081280,0.038108,-1.539840,1.023327,1.018144,-0.073802,0.083074,0.098735
0.440000,1.532968,-1.007602,1.019244,0.066785,-0.039562,0.108480,0.709678,-1.035207,1.043248,-0.125982,-0.098205,0.181371,-0.036039,-1.025130,1.043527,-0.083187,-0.068718,0.196327,-0.779421,-0.964755,1.078950,-0.099925,0.115018,0.274471,-1.540491,-1.030176,1.032785,-0.098364,-0.061744,0.160403,1.534335,1.011190,1.016118,0.086939,0.021908,0.070338,0.801032,1.101432,1.013077,0.141652,0.228748,0.087083,-0.007489,1.005568,1.037838,-0.025539,0.020535,0.121142,-0.811038,1.026651,1.002085,-0.128379,0.081622,0.039643,-1.541294,1.024997,1.020137,-0.071628,0.083949,0.100659
0.460000,1.534288,-1.008403,1.021438,0.065235,-0.040596,0.110956,0.707145,-1.037172,1.046903,-0.127296,-0.098277,0.184135,-0.037699,-1.026504,1.047489,-0.082763,-0.068689,0.199958,-0.781429,-0.962442,1.084467,-0.100867,0.116309,0.277280,-1.542451,-1.031398,1.036023,-0.097638,-0.060423,0.163428,1.536070,1.011621,1.017536,0.086476,0.021177,0.071478,0.803867,1.105980,1.014841,0.141941,0.225971,0.089290,-0.008001,1.005980,1.040270,-0.025589,0.020636,0.121995,-0.813581,1.028287,1.002893,-0.125937,0.081949,0.041236,-1.542704,1.026685,1.022170,-0.069258,0.084863,0.102616
0.480000,1.535576,-1.009226,1.023682,0.063532,-0.041693,0.113490,0.704586,-1.039138,1.050614,-0.128686,-0.098317,0.186914,-0.039349,-1.027877,1.051525,-0.082318,-0.068633,0.203663,-0.783456,-0.960102,1.090041,-0.101832,0.117663,0.280090,-1.544396,-1.032592,1.039322,-0.096822,-0.058967,0.166493,1.537794,1.012037,1.018977,0.085945,0.020365,0.072634,0.806709,1.110469,1.016649,0.142216,0.222914,0.091547,-0.008513,1.006394,1.042718,-0.025611,0.020724,0.122838,-0.816074,1.029929,1.003735,-0.123253,0.082261,0.042886,-1.544063,1.028392,1.024242,-0.066693,0.085816,0.104603
0.500000,1.536828,-1.010071,1.025978,0.061674,-0.042852,0.116083,0.701997,-1.041104,1.054380,-0.130151,-0.098326,0.189709,-0.040991,-1.029249,1.055636,-0.081852,-0.068547,0.207442,-0.785502,-0.957735,1.095671,-0.102819,0.119079,0.282899,-1.546323,-1.033755,1.042683,-0.095918,-0.057376,0.169597,1.539507,1.012435,1.020441,0.085345,0.019470,0.073804,0.809556,1.114895,1.018503,0.142477,0.219576,0.093853,-0.009025,1.006809,1.045183,-0.025606,0.020801,0.123672,-0.818510,1.031577,1.004609,-0.120327,0.082558,0.044594,-1.545370,1.030118,1.026355,-0.063933,0.086807,0.106623
0.520000,1.538042,-1.010940,1.028326,0.059649,-0.044074,0.118701,0.699379,-1.043070,1.058202,-0.131697,-0.098300,0.192466,-0.042623,-1.030619,1.059823,-0.081378,-0.068429,0.211242,-0.787569,-0.955339,1.101357,-0.103823,0.120558,0.285654,-1.548232,-1.034886,1.046106,-0.094920,-0.055636,0.172689,1.541207,1.012815,1.021929,0.084673,0.018482,0.074970,0.812408,1.119250,1.020403,0.142726,0.215943,0.096178,-0.009537,1.007226,1.047665,-0.025561,0.020860,0.124480,-0.820885,1.033231,1.005519,-0.117147,0.082837,0.046340,-1.546619,1.031864,1.028507,-0.060972,0.087834,0.108644
0.540000,1.539213,-1.011835,1.030726,0.057442,-0.045362,0.121312,0.696729,-1.045036,1.062078,-0.133330,-0.098236,0.195134,-0.044246,-1.031986,1.064086,-0.080913,-0.068272,0.215012,-0.789655,-0.952912,1.107096,-0.104839,0.122100,0.288301,-1.550119,-1.035980,1.049590,-0.093823,-0.053732,0.175717,1.542893,1.013174,1.023440,0.083923,0.017386,0.076113,0.815265,1.123530,1.022350,0.142963,0.212002,0.098492,-0.010047,1.007643,1.050162,-0.025466,0.020896,0.125247,-0.823194,1.034890,1.006463,-0.113699,0.083093,0.048104,-1.547808,1.033632,1.030700,-0.057808,0.088895,0.110637
0.560000,1.540338,-1.012755,1.033178,0.055053,-0.046715,0.123917,0.694045,-1.047000,1.066007,-0.135051,-0.098135,0.197711,-0.045860,-1.033349,1.068423,-0.080456,-0.068078,0.218750,-0.791762,-0.950454,1.112888,-0.105868,0.123703,0.290839,-1.551984,-1.037034,1.053134,-0.092625,-0.051663,0.178682,1.544564,1.013510,1.024974,0.083094,0.016183,0.077234,0.818126,1.127728,1.024343,0.143188,0.207752,0.100795,-0.010555,1.008061,1.052674,-0.025320,0.020910,0.125973,-0.825431,1.036555,1.007443,-0.109983,0.083326,0.049887,-1.548930,1.035420,1.032933,-0.054440,0.089990,0.112602
0.580000,1.541414,-1.013704,1.035682,0.052482,-0.048133,0.126515,0.691326,-1.048961,1.069986,-0.136860,-0.097996,0.200199,-0.047465,-1.034709,1.072836,-0.080007,-0.067846,0.222458,-0.793890,-0.947964,1.118729,-0.106910,0.125369,0.293269,-1.553824,-1.038045,1.056737,-0.091328,-0.049431,0.181584,1.546217,1.013821,1.026529,0.082187,0.014873,0.078332,0.820992,1.131838,1.026382,0.143402,0.203194,0.103088,-0.011060,1.008480,1.055201,-0.025123,0.020901,0.126657,-0.827592,1.038223,1.008459,-0.105999,0.083536,0.051689,-1.549984,1.037231,1.035204,-0.050869,0.091120,0.114540
